CO2[ppm],roomID
362,1
362,1
372,1
372,1
372,1
372,1
372,1
381,1
381,1
381,1
381,1
381,1
371,1
371,1
371,1
371,1
371,1
371,1
371,1
371,1
371,1
371,1
373,1
373,1
373,1
373,1
373,1
363,1
363,1
363,1
363,1
363,1
379,1
379,1
379,1
379,1
379,1
381,1
381,1
381,1
381,1
381,1
386,1
386,1
386,1
386,1
386,1
376,1
376,1
376,1
376,1
376,1
382,1
382,1
382,1
382,1
382,1
376,1
376,1
376,1
376,1
376,1
376,1
376,1
376,1
376,1
376,1
366,1
366,1
366,1
366,1
366,1
387,1
387,1
387,1
387,1
387,1
389,1
389,1
389,1
389,1
389,1
386,1
386,1
386,1
386,1
386,1
390,1
390,1
390,1
390,1
390,1
390,1
390,1
390,1
390,1
390,1
418,1
418,1
418,1
418,1
418,1
417,1
417,1
417,1
417,1
417,1
409,1
409,1
409,1
409,1
409,1
419,1
419,1
419,1
419,1
419,1
424,1
424,1
424,1
424,1
424,1
424,1
424,1
424,1
424,1
424,1
400,1
400,1
400,1
400,1
400,1
400,1
400,1
400,1
400,1
400,1
419,1
419,1
419,1
419,1
419,1
389,1
389,1
389,1
389,1
389,1
411,1
411,1
411,1
411,1
411,1
411,1
411,1
411,1
411,1
411,1
411,1
397,1
397,1
397,1
397,1
397,1
397,1
397,1
397,1
397,1
380,1
380,1
380,1
380,1
380,1
428,1
428,1
428,1
428,1
428,1
400,1
400,1
400,1
400,1
400,1
400,1
430,1
430,1
430,1
430,1
430,1
426,1
426,1
426,1
426,1
430,1
430,1
430,1
430,1
430,1
440,1
440,1
440,1
440,1
440,1
438,1
438,1
438,1
438,1
438,1
438,1
432,1
432,1
432,1
432,1
371,1
371,1
371,1
371,1
371,1
371,1
360,1
360,1
360,1
360,1
360,1
355,1
355,1
355,1
355,1
355,1
345,1
345,1
345,1
345,1
345,1
358,1
358,1
358,1
358,1
358,1
357,1
357,1
357,1
357,1
357,1
357,1
357,1
357,1
357,1
357,1
376,1
376,1
376,1
376,1
376,1
371,1
371,1
371,1
371,1
371,1
357,1
357,1
357,1
357,1
357,1
378,1
378,1
378,1
378,1
378,1
408,1
408,1
408,1
408,1
408,1
432,1
432,1
432,1
432,1
432,1
441,1
441,1
441,1
441,1
441,1
440,1
440,1
440,1
440,1
440,1
452,1
452,1
452,1
452,1
452,1
456,1
456,1
456,1
456,1
456,1
456,1
456,1
456,1
456,1
456,1
427,1
427,1
427,1
427,1
427,1
380,1
380,1
380,1
380,1
380,1
419,1
419,1
419,1
419,1
419,1
432,1
432,1
432,1
432,1
432,1
432,1
432,1
432,1
432,1
432,1
432,1
432,1
432,1
432,1
432,1
470,1
470,1
470,1
470,1
470,1
472,1
472,1
472,1
472,1
472,1
470,1
470,1
470,1
470,1
470,1
472,1
472,1
472,1
472,1
472,1
437,1
437,1
437,1
437,1
437,1
396,1
396,1
396,1
396,1
396,1
378,1
378,1
378,1
378,1
378,1
378,1
378,1
378,1
378,1
378,1
373,1
373,1
373,1
373,1
373,1
376,1
376,1
376,1
376,1
376,1
369,1
369,1
369,1
369,1
369,1
360,1
360,1
360,1
360,1
360,1
356,1
356,1
356,1
356,1
356,1
364,1
364,1
364,1
364,1
364,1
437,1
437,1
437,1
437,1
437,1
478,1
478,1
478,1
478,1
506,1
506,1
506,1
506,1
506,1
523,1
523,1
523,1
523,1
523,1
523,1
523,1
523,1
523,1
523,1
546,1
546,1
546,1
546,1
546,1
560,1
560,1
560,1
560,1
560,1
560,1
560,1
560,1
560,1
560,1
570,1
570,1
570,1
570,1
570,1
578,1
578,1
578,1
578,1
578,1
578,1
578,1
578,1
578,1
578,1
598,1
598,1
598,1
598,1
606,1
606,1
606,1
606,1
606,1
616,1
616,1
616,1
616,1
616,1
626,1
626,1
626,1
626,1
626,1
555,1
555,1
464,1
464,1
464,1
464,1
464,1
464,1
464,1
464,1
464,1
464,1
481,1
481,1
481,1
481,1
481,1
573,1
573,1
573,1
573,1
573,1
618,1
618,1
618,1
618,1
618,1
638,1
638,1
638,1
638,1
638,1
638,1
638,1
638,1
638,1
638,1
560,1
560,1
560,1
560,1
560,1
629,1
629,1
629,1
629,1
629,1
624,1
624,1
624,1
624,1
624,1
581,1
581,1
581,1
442,1
442,1
442,1
442,1
442,1
416,1
416,1
416,1
416,1
416,1
416,1
416,1
416,1
416,1
544,1
544,1
544,1
544,1
544,1
651,1
651,1
651,1
651,1
651,1
662,1
662,1
662,1
662,1
662,1
610,1
610,1
610,1
610,1
610,1
594,1
594,1
594,1
594,1
594,1
608,1
608,1
608,1
608,1
608,1
586,1
586,1
586,1
586,1
586,1
650,1
650,1
650,1
650,1
650,1
660,1
660,1
660,1
660,1
660,1
648,1
648,1
648,1
648,1
648,1
657,1
657,1
657,1
657,1
657,1
668,1
668,1
668,1
668,1
668,1
656,1
656,1
656,1
656,1
656,1
661,1
661,1
661,1
661,1
661,1
632,1
632,1
632,1
632,1
632,1
660,1
660,1
660,1
660,1
660,1
648,1
648,1
648,1
648,1
648,1
662,1
662,1
662,1
662,1
662,1
601,1
537,1
537,1
537,1
537,1
537,1
537,1
537,1
537,1
537,1
537,1
459,1
459,1
459,1
459,1
459,1
542,1
542,1
542,1
637,1
637,1
637,1
637,1
637,1
634,1
634,1
634,1
634,1
634,1
614,1
614,1
614,1
614,1
614,1
593,1
536,1
536,1
536,1
536,1
536,1
504,1
504,1
504,1
504,1
504,1
492,1
492,1
492,1
492,1
492,1
492,1
492,1
492,1
492,1
492,1
493,1
493,1
493,1
493,1
493,1
528,1
528,1
528,1
528,1
528,1
553,1
553,1
553,1
553,1
390,1
390,1
390,1
380,1
380,1
380,1
380,1
380,1
384,1
384,1
384,1
384,1
384,1
387,1
387,1
387,1
387,1
387,1
387,1
387,1
387,1
387,1
387,1
390,1
390,1
390,1
390,1
390,1
385,1
385,1
385,1
385,1
385,1
384,1
384,1
384,1
384,1
384,1
384,1
384,1
384,1
384,1
384,1
380,1
380,1
380,1
380,1
380,1
380,1
380,1
380,1
380,1
380,1
377,1
377,1
377,1
377,1
377,1
382,1
382,1
382,1
382,1
382,1
382,1
382,1
382,1
382,1
382,1
379,1
379,1
379,1
379,1
379,1
378,1
378,1
378,1
378,1
378,1
384,1
384,1
384,1
384,1
384,1
388,1
388,1
388,1
388,1
388,1
385,1
385,1
385,1
385,1
385,1
384,1
384,1
384,1
384,1
384,1
379,1
379,1
379,1
379,1
379,1
378,1
378,1
378,1
378,1
378,1
378,1
378,1
378,1
378,1
378,1
378,1
378,1
378,1
378,1
378,1
382,1
382,1
382,1
382,1
382,1
389,1
389,1
389,1
389,1
389,1
386,1
386,1
386,1
386,1
386,1
380,1
380,1
380,1
380,1
380,1
381,1
381,1
381,1
381,1
381,1
380,1
380,1
380,1
380,1
380,1
389,1
389,1
389,1
389,1
389,1
380,1
380,1
380,1
380,1
380,1
377,1
377,1
377,1
377,1
377,1
380,1
380,1
380,1
380,1
380,1
387,1
387,1
387,1
387,1
387,1
388,1
388,1
388,1
388,1
388,1
384,1
384,1
384,1
384,1
384,1
384,1
384,1
384,1
384,1
384,1
379,1
379,1
379,1
379,1
379,1
379,1
379,1
379,1
379,1
379,1
376,1
376,1
376,1
376,1
376,1
378,1
378,1
378,1
378,1
378,1
376,1
376,1
376,1
376,1
376,1
379,1
379,1
379,1
379,1
379,1
380,1
380,1
380,1
380,1
380,1
381,1
381,1
381,1
381,1
381,1
376,1
376,1
376,1
376,1
376,1
378,1
378,1
378,1
378,1
378,1
379,1
379,1
379,1
379,1
379,1
380,1
380,1
380,1
380,1
380,1
371,1
371,1
371,1
371,1
371,1
368,1
368,1
368,1
368,1
368,1
370,1
370,1
370,1
370,1
370,1
374,1
374,1
374,1
374,1
374,1
368,1
368,1
368,1
368,1
368,1
363,1
363,1
363,1
363,1
363,1
368,1
368,1
368,1
368,1
368,1
368,1
368,1
368,1
368,1
368,1
384,1
384,1
384,1
384,1
384,1
372,1
372,1
372,1
372,1
372,1
365,1
365,1
365,1
365,1
365,1
373,1
373,1
373,1
373,1
373,1
376,1
376,1
376,1
376,1
376,1
373,1
373,1
373,1
373,1
373,1
376,1
376,1
376,1
376,1
376,1
369,1
369,1
369,1
369,1
369,1
379,1
379,1
379,1
379,1
379,1
377,1
377,1
377,1
377,1
377,1
389,1
389,1
389,1
389,1
389,1
377,1
377,1
377,1
377,1
377,1
373,1
373,1
373,1
373,1
373,1
372,1
372,1
372,1
372,1
372,1
372,1
372,1
372,1
372,1
372,1
377,1
377,1
377,1
377,1
377,1
381,1
381,1
381,1
381,1
381,1
376,1
376,1
376,1
376,1
376,1
377,1
377,1
377,1
377,1
377,1
366,1
366,1
366,1
366,1
366,1
378,1
378,1
378,1
378,1
378,1
370,1
370,1
370,1
370,1
370,1
363,1
363,1
363,1
363,1
363,1
370,1
370,1
370,1
370,1
370,1
357,1
357,1
357,1
357,1
357,1
355,1
355,1
355,1
355,1
355,1
355,1
353,1
353,1
353,1
353,1
353,1
356,1
356,1
356,1
356,1
352,1
352,1
352,1
352,1
352,1
350,1
350,1
350,1
350,1
350,1
350,1
346,1
346,1
346,1
346,1
346,1
362,1
362,1
362,1
362,1
362,1
358,1
358,1
358,1
358,1
358,1
370,1
370,1
370,1
370,1
370,1
384,1
384,1
384,1
384,1
384,1
397,1
397,1
397,1
397,1
397,1
384,1
384,1
384,1
384,1
384,1
387,1
387,1
387,1
387,1
387,1
398,1
398,1
398,1
398,1
398,1
416,1
416,1
416,1
416,1
416,1
433,1
433,1
433,1
433,1
433,1
425,1
425,1
425,1
425,1
425,1
440,1
440,1
510,1
510,1
510,1
510,1
635,1
635,1
635,1
635,1
635,1
749,1
749,1
749,1
749,1
749,1
745,1
745,1
745,1
745,1
745,1
732,1
732,1
732,1
732,1
732,1
722,1
722,1
722,1
722,1
722,1
722,1
722,1
722,1
722,1
722,1
721,1
721,1
721,1
721,1
721,1
726,1
726,1
726,1
726,1
726,1
666,1
648,1
648,1
648,1
648,1
648,1
649,1
649,1
649,1
649,1
649,1
753,1
753,1
753,1
753,1
753,1
793,1
793,1
793,1
793,1
793,1
764,1
764,1
764,1
764,1
764,1
764,1
740,1
740,1
740,1
740,1
730,1
730,1
730,1
730,1
730,1
730,1
750,1
750,1
750,1
750,1
750,1
752,1
752,1
752,1
752,1
747,1
747,1
747,1
747,1
747,1
747,1
732,1
732,1
732,1
732,1
732,1
736,1
736,1
736,1
736,1
736,1
740,1
740,1
740,1
740,1
740,1
728,1
728,1
728,1
728,1
728,1
686,1
686,1
686,1
686,1
686,1
691,1
691,1
691,1
691,1
691,1
691,1
691,1
691,1
691,1
691,1
718,1
718,1
718,1
718,1
718,1
715,1
715,1
715,1
715,1
715,1
728,1
728,1
728,1
728,1
728,1
717,1
717,1
717,1
717,1
717,1
723,1
723,1
723,1
723,1
723,1
736,1
736,1
736,1
736,1
736,1
729,1
729,1
729,1
729,1
729,1
629,1
629,1
629,1
629,1
629,1
552,1
552,1
552,1
552,1
515,1
515,1
515,1
515,1
515,1
480,1
480,1
480,1
480,1
480,1
478,1
478,1
478,1
478,1
478,1
469,1
469,1
469,1
469,1
464,1
464,1
464,1
464,1
464,1
464,1
470,1
470,1
470,1
470,1
470,1
464,1
464,1
464,1
464,1
464,1
464,1
464,1
464,1
464,1
464,1
480,1
480,1
480,1
480,1
480,1
557,1
557,1
628,1
628,1
628,1
628,1
628,1
696,1
696,1
696,1
696,1
728,1
728,1
728,1
728,1
728,1
866,1
866,1
866,1
866,1
866,1
896,1
896,1
896,1
896,1
896,1
865,1
865,1
865,1
865,1
865,1
856,1
856,1
856,1
856,1
856,1
840,1
840,1
840,1
840,1
840,1
840,1
840,1
840,1
840,1
840,1
850,1
850,1
850,1
850,1
850,1
850,1
850,1
850,1
850,1
850,1
840,1
840,1
840,1
840,1
840,1
840,1
840,1
840,1
840,1
840,1
816,1
816,1
816,1
816,1
746,1
746,1
746,1
746,1
746,1
626,1
626,1
626,1
626,1
626,1
624,1
624,1
624,1
624,1
624,1
624,1
759,1
759,1
759,1
759,1
880,1
880,1
880,1
880,1
880,1
771,1
771,1
771,1
771,1
771,1
729,1
729,1
729,1
729,1
729,1
736,1
736,1
736,1
736,1
736,1
747,1
747,1
747,1
747,1
747,1
728,1
728,1
728,1
728,1
728,1
717,1
717,1
717,1
717,1
717,1
717,1
717,1
717,1
717,1
717,1
717,1
717,1
717,1
717,1
717,1
784,1
784,1
784,1
784,1
784,1
837,1
837,1
837,1
837,1
837,1
787,1
787,1
787,1
787,1
787,1
787,1
787,1
787,1
787,1
787,1
797,1
797,1
797,1
797,1
797,1
792,1
792,1
792,1
792,1
792,1
781,1
781,1
781,1
781,1
781,1
781,1
781,1
781,1
781,1
781,1
781,1
781,1
781,1
781,1
781,1
781,1
781,1
781,1
781,1
781,1
784,1
784,1
784,1
784,1
784,1
775,1
775,1
775,1
775,1
775,1
832,1
832,1
832,1
832,1
832,1
813,1
813,1
813,1
813,1
813,1
740,1
740,1
740,1
740,1
740,1
740,1
696,1
696,1
696,1
696,1
714,1
714,1
714,1
714,1
714,1
714,1
723,1
723,1
723,1
723,1
722,1
722,1
722,1
722,1
722,1
722,1
656,1
656,1
656,1
656,1
552,1
552,1
552,1
552,1
552,1
552,1
544,1
544,1
544,1
544,1
544,1
565,1
565,1
565,1
565,1
578,1
578,1
578,1
578,1
578,1
584,1
584,1
584,1
584,1
584,1
584,1
572,1
572,1
572,1
572,1
572,1
558,1
558,1
558,1
558,1
558,1
547,1
547,1
547,1
547,1
547,1
541,1
541,1
541,1
541,1
541,1
546,1
546,1
546,1
546,1
546,1
552,1
552,1
552,1
552,1
552,1
552,1
552,1
552,1
552,1
552,1
552,1
552,1
552,1
552,1
552,1
517,1
517,1
517,1
517,1
517,1
514,1
514,1
514,1
514,1
514,1
523,1
523,1
523,1
523,1
523,1
545,1
545,1
545,1
545,1
545,1
545,1
545,1
545,1
545,1
545,1
496,1
496,1
496,1
496,1
496,1
504,1
504,1
504,1
504,1
504,1
536,1
536,1
536,1
536,1
536,1
544,1
544,1
544,1
544,1
544,1
521,1
521,1
521,1
521,1
521,1
494,1
494,1
494,1
494,1
494,1
514,1
514,1
514,1
514,1
514,1
520,1
520,1
520,1
520,1
520,1
546,1
546,1
546,1
546,1
546,1
555,1
555,1
555,1
555,1
555,1
568,1
568,1
568,1
568,1
568,1
548,1
548,1
548,1
548,1
548,1
552,1
552,1
552,1
552,1
552,1
552,1
552,1
552,1
552,1
552,1
555,1
555,1
555,1
555,1
555,1
560,1
560,1
560,1
560,1
560,1
553,1
553,1
553,1
553,1
553,1
520,1
520,1
520,1
520,1
520,1
544,1
544,1
544,1
544,1
544,1
544,1
544,1
544,1
544,1
544,1
560,1
560,1
560,1
560,1
560,1
537,1
537,1
537,1
537,1
537,1
513,1
513,1
513,1
513,1
513,1
526,1
526,1
526,1
526,1
526,1
533,1
533,1
533,1
533,1
533,1
530,1
530,1
530,1
530,1
530,1
544,1
544,1
544,1
544,1
544,1
549,1
549,1
549,1
549,1
549,1
549,1
549,1
549,1
549,1
549,1
534,1
534,1
534,1
534,1
534,1
528,1
528,1
528,1
528,1
528,1
520,1
520,1
520,1
520,1
520,1
520,1
520,1
520,1
520,1
520,1
504,1
504,1
504,1
504,1
504,1
480,1
480,1
480,1
480,1
450,1
450,1
450,1
450,1
450,1
442,1
442,1
442,1
442,1
442,1
441,1
441,1
441,1
441,1
441,1
434,1
434,1
434,1
434,1
434,1
438,1
438,1
438,1
438,1
438,1
416,1
416,1
416,1
416,1
416,1
416,1
416,1
416,1
416,1
416,1
414,1
414,1
414,1
414,1
414,1
416,1
416,1
416,1
416,1
416,1
412,1
412,1
412,1
412,1
412,1
410,1
410,1
410,1
410,1
410,1
410,1
410,1
410,1
410,1
410,1
406,1
406,1
406,1
406,1
406,1
409,1
409,1
409,1
409,1
409,1
403,1
403,1
403,1
403,1
403,1
404,1
404,1
404,1
404,1
404,1
404,1
404,1
404,1
404,1
404,1
400,1
400,1
400,1
400,1
400,1
405,1
405,1
405,1
405,1
405,1
409,1
409,1
409,1
409,1
409,1
405,1
405,1
405,1
405,1
405,1
405,1
405,1
405,1
405,1
405,1
405,1
405,1
405,1
405,1
405,1
400,1
400,1
400,1
400,1
400,1
396,1
396,1
396,1
396,1
396,1
392,1
392,1
392,1
392,1
392,1
395,1
395,1
395,1
395,1
395,1
382,1
382,1
382,1
382,1
382,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
393,1
393,1
393,1
393,1
393,1
386,1
386,1
386,1
386,1
386,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
392,1
394,1
394,1
394,1
394,1
394,1
392,1
392,1
392,1
392,1
392,1
392,1
387,1
387,1
387,1
387,1
385,1
385,1
385,1
385,1
385,1
385,1
380,1
380,1
380,1
380,1
380,1
387,1
387,1
387,1
387,1
387,1
384,1
384,1
384,1
384,1
384,1
384,1
384,1
384,1
384,1
384,1
380,1
380,1
380,1
365,1
365,1
365,1
362,1
362,1
362,1
362,1
362,1
353,1
353,1
353,1
353,1
353,1
348,1
348,1
348,1
348,1
348,1
348,1
348,1
348,1
348,1
348,1
355,1
355,1
355,1
355,1
355,1
355,1
355,1
355,1
355,1
355,1
345,1
345,1
345,1
345,1
345,1
352,1
352,1
352,1
352,1
352,1
356,1
356,1
356,1
356,1
356,1
355,1
355,1
355,1
355,1
355,1
344,1
344,1
344,1
344,1
344,1
355,1
355,1
355,1
355,1
355,1
355,1
355,1
355,1
355,1
355,1
352,1
352,1
352,1
352,1
352,1
348,1
348,1
348,1
348,1
348,1
346,1
346,1
346,1
346,1
346,1
349,1
349,1
349,1
349,1
349,1
349,1
349,1
349,1
349,1
349,1
354,1
354,1
354,1
354,1
354,1
354,1
354,1
354,1
354,1
354,1
355,1
355,1
355,1
355,1
355,1
352,1
352,1
352,1
352,1
352,1
348,1
348,1
348,1
348,1
348,1
346,1
346,1
346,1
346,1
346,1
348,1
348,1
348,1
348,1
348,1
347,1
347,1
347,1
347,1
347,1
350,1
350,1
350,1
350,1
350,1
348,1
348,1
348,1
348,1
348,1
350,1
350,1
350,1
350,1
350,1
350,1
350,1
350,1
350,1
350,1
353,1
353,1
353,1
353,1
353,1
353,1
353,1
353,1
353,1
353,1
344,1
344,1
344,1
344,1
344,1
350,1
350,1
350,1
350,1
350,1
352,1
352,1
352,1
352,1
352,1
342,1
342,1
342,1
342,1
342,1
345,1
345,1
345,1
345,1
345,1
344,1
344,1
344,1
344,1
344,1
348,1
348,1
348,1
348,1
348,1
348,1
348,1
348,1
348,1
348,1
347,1
347,1
347,1
347,1
347,1
344,1
344,1
344,1
344,1
344,1
344,1
344,1
344,1
344,1
344,1
348,1
348,1
348,1
348,1
348,1
349,1
349,1
349,1
349,1
349,1
356,1
356,1
356,1
356,1
356,1
354,1
354,1
354,1
354,1
354,1
354,1
354,1
354,1
354,1
354,1
341,1
341,1
341,1
341,1
341,1
341,1
339,1
339,1
339,1
339,1
342,1
342,1
342,1
342,1
342,1
342,1
339,1
339,1
339,1
339,1
339,1
340,1
340,1
340,1
340,1
340,1
336,1
336,1
336,1
336,1
336,1
340,1
340,1
340,1
340,1
340,1
344,1
344,1
344,1
344,1
344,1
337,1
337,1
337,1
337,1
337,1
339,1
339,1
339,1
339,1
339,1
333,1
333,1
333,1
333,1
333,1
331,1
331,1
331,1
331,1
331,1
332,1
332,1
332,1
332,1
332,1
332,1
332,1
332,1
332,1
332,1
330,1
330,1
330,1
330,1
330,1
339,1
339,1
339,1
339,1
339,1
339,1
339,1
339,1
339,1
339,1
334,1
334,1
334,1
334,1
334,1
333,1
333,1
333,1
333,1
333,1
333,1
333,1
333,1
333,1
333,1
337,1
337,1
337,1
337,1
337,1
328,1
328,1
328,1
328,1
328,1
332,1
332,1
332,1
332,1
332,1
336,1
336,1
336,1
336,1
336,1
336,1
336,1
336,1
336,1
336,1
336,1
336,1
336,1
336,1
336,1
341,1
341,1
341,1
341,1
341,1
341,1
341,1
341,1
341,1
341,1
331,1
331,1
331,1
331,1
331,1
337,1
337,1
337,1
337,1
337,1
330,1
330,1
330,1
330,1
330,1
332,1
332,1
332,1
332,1
332,1
332,1
332,1
332,1
332,1
332,1
339,1
339,1
339,1
339,1
339,1
331,1
331,1
331,1
331,1
331,1
331,1
331,1
331,1
331,1
331,1
333,1
333,1
333,1
333,1
333,1
338,1
338,1
338,1
338,1
338,1
330,1
330,1
330,1
330,1
330,1
334,1
334,1
334,1
334,1
334,1
328,1
328,1
328,1
328,1
328,1
333,1
333,1
333,1
333,1
333,1
333,1
333,1
333,1
333,1
333,1
338,1
338,1
338,1
338,1
338,1
345,1
345,1
345,1
345,1
345,1
366,1
366,1
366,1
366,1
366,1
366,1
366,1
366,1
422,1
422,1
422,1
422,1
422,1
441,1
441,1
441,1
441,1
441,1
481,1
481,1
541,1
541,1
541,1
541,1
541,1
618,1
659,1
659,1
659,1
659,1
659,1
730,1
730,1
790,1
790,1
790,1
790,1
790,1
873,1
873,1
873,1
873,1
873,1
864,1
864,1
864,1
864,1
864,1
864,1
864,1
864,1
864,1
864,1
864,1
864,1
681,1
681,1
681,1
681,1
681,1
731,1
731,1
731,1
802,1
802,1
802,1
802,1
802,1
842,1
842,1
842,1
842,1
842,1
842,1
842,1
842,1
842,1
842,1
845,1
845,1
845,1
845,1
845,1
827,1
827,1
827,1
827,1
827,1
822,1
822,1
822,1
822,1
822,1
839,1
839,1
839,1
839,1
839,1
873,1
873,1
873,1
873,1
873,1
858,1
858,1
858,1
858,1
858,1
858,1
858,1
858,1
858,1
858,1
865,1
865,1
865,1
865,1
865,1
866,1
866,1
866,1
866,1
866,1
865,1
865,1
865,1
865,1
865,1
905,1
905,1
905,1
905,1
905,1
814,1
802,1
802,1
802,1
802,1
